NR_PROPOSTA;ITEM_PROPOSTA;DT_UPLOAD;HOSPEDAGEM;CD_CLI;FAT_FAIXA;CD_PROD;QTD;MESES_BONIF;VL_PCT_DESC_TEMP;VL_PCT_DESCONTO;PRC_UNITARIO;VL_DESCONTO_TEMPORARIO;VL_TOTAL;VL_FULL;VL_DESCONTO
AALGAA;04;2024-09-30;TOTVS CLOUD;TFEBOH;Faixa 07 - De 75 M ate 150 M;7T63301075;6;999;12,6115721037593;0;162,29411754591;292,130252354112;973,764705275462;973,764705275462;0
AAKDDE;08;2024-04-30;TOTVS CLOUD;TFDTS2;Faixa 00 - Ate 4,5 M;2F66001332;1;0;0;32,167916579322;1261,15721037593;0;1261,15721037593;5371,07518155215;4109,91797117623
AAMEXD;01;2025-01-24;ON PREMISES;T02553;Faixa 06 - De 50 M ate 75 M;1131001079-0;1;0;0;0;3490,26098743012;0;3490,26098743012;3490,26098743012;0
AAKXH5;01;2024-08-27;ON PREMISES;T81201;Faixa 02 - De 7,5 M ate 15 M;5J16017018;37;0;0;0;51,7452803417243;0;1914,5753726438;0,155542722613031;0
AALL96;01;2024-11-01;ON PREMISES;TFECGP;Faixa 06 - De 50 M ate 75 M;71A33BO001;37;0;0;0;9,31154406994227;0;344,527130587864;344,527130587864;0
AALZXU;01;2025-01-31;ON PREMISES;TFEBO4;Sem Informações de Faturamento;71A3301148;1;0;0;0;63,1125106645794;0;63,1125106645794;63,1125106645794;0
AALDZ5;03;2024-09-17;ON PREMISES;TFDVRR;Sem Informações de Faturamento;CONSV.018;2;0;0;0;40,3570307320297;0;80,7140614640594;80,5711303135501;0
AAKTFO;01;2024-08-28;ON PREMISES;T27782;Faixa 07 - De 75 M ate 150 M;7TA1001079;50;999;12,6115721037593;0;2,34995626866715;35,2493440300072;117,497813433357;117,497813433357;0
AAMCP6;03;2025-01-30;ON PREMISES;TDCFVA;Sem Informações de Faturamento;0113301111;1;0;0;25,2231442075186;3107,40308536156;0;3107,40308536156;7332,24190540461;4399,34514324276
AAKHWD;08;2024-06-24;ON PREMISES;T03314;Faixa 07 - De 75 M ate 150 M;2010083-8;3780;0;0;0;102,834758934053;0;388713,501238763;388715,388770721;0
AAKOV7;04;2024-06-26;ON PREMISES;TDC8EY;Sem Informações de Faturamento;FDV.000072;30;0;0;0;5,2548217098997;0;157,644651296991;157,644651296991;0
AAKOYS;23;2024-07-01;ON PREMISES;TFDURJ;Sem Informações de Faturamento;CMV.001737;15;0;0;0;66,2822191199908;0;994,233286799863;994,233286799863;0
AALGJY;05;2024-09-30;ON PREMISES;TFEBPU;Faixa 11 - Acima de 850 M;7TA1001083;500;0;0;0;0,769305898329316;0;384,652949164658;384,652949164658;0
AALKZX;01;2024-10-28;ON PREMISES;TFEC23;Sem Informações de Faturamento;0113301114;3;0;0;9,24428235205555;567,520744669168;0;1702,5622340075;2182,45777569975;479,895541692248
AALAP1;02;2024-09-02;ON PREMISES;TFCP52;Sem Informações de Faturamento;71A3395014;11;0;0;29,0822852712689;48,0248665711153;0;528,273532282269;1713,83697946826;1185,56344718599
AAJVZQ;05;2024-04-19;ON PREMISES;TEZJW9;Faixa 00 - Ate 4,5 M;AUT.04.000297;1;0;0;0;0,235416012603507;0;0,235416012603507;0,235416012603507;0
AAJZI7;01;2024-03-28;ON PREMISES;TFCVXQ;Faixa 02 - De 7,5 M ate 15 M;2F26001042;1;0;0;0;930,313635520643;0;930,313635520643;0,00420385736791976;0
AALDOE;14;2024-09-26;ON PREMISES;T51729;Faixa 00 - Ate 4,5 M;2010095-6;2;0;0;0;105,722808945814;0;211,445617891628;211,445617891628;0
AAKLU7;03;2024-06-12;ON PREMISES;TDC1GA;Sem Informações de Faturamento;CONSV.227;3;0;0;0;22,6629950704554;0;67,9889852113663;67,9889852113663;0
AAKDNS;02;2024-05-17;ON PREMISES;TFDTU8;Sem Informações de Faturamento;VAV.1073;5;0;0;29,0066158386463;430,210151460804;0;2151,05075730402;6938,88697148836;4787,83621418433
AAKYNN;05;2024-08-12;ON PREMISES;TFDVE3;Sem Informações de Faturamento;FDV.000081;14;0;0;0;9,49230993676282;0;132,892339114679;132,892339114679;0
AAKVSX;07;2024-07-31;ON PREMISES;TFDQOE;Faixa 06 - De 50 M ate 75 M;AUT.01.000172;10;0;0;0;18,4591377025357;0;184,591377025357;175,342890815933;0
AALJPV;02;2024-10-17;TOTVS CLOUD;TEZK60;Faixa 02 - De 7,5 M ate 15 M;0T63301012;1;0;0;0;2351,4948804638;0;2351,4948804638;2351,4948804638;0
AALWT5;01;2024-12-17;TOTVS CLOUD;T22175;Faixa 00 - Ate 4,5 M;7P63301002;125;0;0;0;19,2032204566575;0;2400,40255708218;2400,40255708218;0
AALWYV;01;2024-12-09;ON PREMISES;TFED39;Sem Informações de Faturamento;AGV.00128;30;0;0;10,9930870171102;2,01785153660148;0;60,5355460980445;81,9752186744353;21,4396725763908
AAKPSE;01;2024-06-27;ON PREMISES;T21668;Faixa 00 - Ate 4,5 M;0111001000-5;2;0;0;21,0192868395988;3553,73082597097;0;7107,46165194194;14214,9317115986;7107,47005965667
AAMEGW;01;2025-01-22;ON PREMISES;T04411;Faixa 09 - De 300 M ate 500 M;0131001018-1;1;0;0;0;0,00420385736791976;0;0,00420385736791976;0,00420385736791976;0
AAMDQD;01;2025-01-20;ON PREMISES;T53570;Faixa 08 - De 150 M ate 300 M;1131001566;1;0;0;0;9651,16950283914;0;9651,16950283914;9651,16950283914;0
AALHBM;01;2024-10-07;ON PREMISES;TB4400;Faixa 01 - De 4,5 M ate 7,5 M;0113301154;6;0;0;21,1243832737968;686,069522444505;0;4116,41713466703;8274,30111841122;4157,88398374419
AAMOHU;01;2025-03-21;ON PREMISES;TFCDOF;Sem Informações de Faturamento;CMV.004720;6;0;0;0;69,5318008653928;0;417,190805192357;417,190805192357;0
AALTC6;05;2024-11-25;ON PREMISES;TFECKX;Sem Informações de Faturamento;CMV.001524;1250;0;0;0;1,32421507089472;0;1655,26883861841;1655,26883861841;0
AALLU2;03;2024-10-21;ON PREMISES;TFDPJK;Sem Informações de Faturamento;AUT.04.000093;3;0;0;21,0192868395988;95,2510002423259;0;285,753000726978;571,518613026059;285,765612299082
AALUWY;01;2024-11-29;ON PREMISES;TEZMHC;Faixa 02 - De 7,5 M ate 15 M;CONSV.225;5;0;0;0;25,2231442075186;0;126,115721037593;113,314975352277;0
AAKUH4;01;2024-07-31;ON PREMISES;T35673;Faixa 11 - Acima de 850 M;71A3301358;400;999;8,40771473583952;0;1,15185691881001;92,1485535048011;460,742767524006;460,742767524006;0
AAK501;01;2024-06-26;ON PREMISES;TFBKI9;Faixa 01 - De 4,5 M ate 7,5 M;71A3301148;28;999;8,40771473583952;0;60,1067526465167;336,598655591967;1682,98907410247;1682,98907410247;0
AAMIR7;01;2025-02-10;ON PREMISES;TC3698;Faixa 00 - Ate 4,5 M;TFV.000004;1;0;0;0;32,3697017329822;0;32,3697017329822;32,3697017329822;0
AAMFSR;09;2025-01-27;ON PREMISES;TFEDSD;Sem Informações de Faturamento;BMV.2008081;1;0;0;0;84,0771473583952;0;84,0771473583952;0,00420385736791976;0
AAJVCR;06;2024-03-11;ON PREMISES;TFDSDN;Sem Informações de Faturamento;FDV.000024;1;0;0;0;5,62476115827664;0;5,62476115827664;6,30578605187964;0
AALVL6;04;2024-12-13;ON PREMISES;TDC71F;Sem Informações de Faturamento;FDV.000008;1;0;0;0;5,51966472407864;0;5,51966472407864;6,07037003927613;0
AAKIW3;02;2024-05-29;ON PREMISES;TFCVVQ;Sem Informações de Faturamento;AUT.04.000584;1;999;7,31471182018038;0;439,345133521294;76,4471462356208;439,345133521294;439,345133521294;0
AALT12;01;2024-11-21;ON PREMISES;TFECMM;Sem Informações de Faturamento;BMV.20173031;1;0;0;0;210,192868395988;0;210,192868395988;71,88175713406;0
AAMHBQ;01;2025-01-31;ON PREMISES;TFBWMA;Sem Informações de Faturamento;1131001007-5;1;0;0;0;10950,9223277099;0;10950,9223277099;10950,9223277099;0
AAIXS0;01;2024-03-22;TOTVS CLOUD;TFDSIO;Faixa 00 - Ate 4,5 M;7T63301069;1;0;0;0;2737,85039186247;0;2737,85039186247;2737,85039186247;0
AALLZU;09;2024-12-20;TOTVS CLOUD;TFECKX;Sem Informações de Faturamento;7T63369002;1;0;0;0;326,28659346846;0;326,28659346846;326,28659346846;0
AALXWV;04;2024-12-20;ON PREMISES;TEZEYE;Faixa 03 - De 15 M ate 25 M;71A3301409;40;0;0;0;49,2734122093875;0;1970,9364883755;1970,9364883755;0
AAMOOK;08;2025-03-11;ON PREMISES;TFEEF1;Sem Informações de Faturamento;BMV.2008081;1;0;0;0;37,8347163112778;0;37,8347163112778;0,00420385736791976;0
AAKXDO;02;2024-08-08;ON PREMISES;TFDUZ8;Sem Informações de Faturamento;71A3301149;1;0;0;0;12,0188282148826;0;12,0188282148826;12,0188282148826;0
AALTRA;02;2024-12-27;ON PREMISES;TFDPZ6;Faixa 05 - De 35 M ate 50 M;71A33CE001;2;0;0;0;32,5378560276989;0;65,0757120553979;65,0757120553979;0
AAMBC5;01;2025-01-10;ON PREMISES;TFDQDF;Sem Informações de Faturamento;AUT.05.000914;1;0;0;14,5579580651061;216,725662745735;0;216,725662745735;331,537211320992;114,811548575257
AALNFJ;02;2024-10-31;ON PREMISES;TFBKR9;Faixa 00 - Ate 4,5 M;VAV.918;4;999;16,815429471679;14,7135007877192;102,817943504581;164,509550378804;411,271774018326;632,747795589811;221,476021571485
AALR34;01;2024-12-09;ON PREMISES;T41917;Faixa 02 - De 7,5 M ate 15 M;0113401015;1000;0;0;15,558476118671;16,44969388067;0;16449,69388067;26114,3619695175;9664,66808884753
AALM56;01;2024-10-25;ON PREMISES;TDC1GA;Sem Informações de Faturamento;CONSV.451;16;0;0;0;75,6694326225557;0;1210,71092196089;143,469244252366;0
AALFN8;02;2024-09-27;TOTVS CLOUD;TFBKP7;Faixa 04 - De 25 M ate 35 M;FDV.000067;1;0;0;0;2101,92868395988;0;2101,92868395988;1891,73581556389;0
AAKSXZ;01;2024-07-15;ON PREMISES;TEZHIL;Faixa 04 - De 25 M ate 35 M;1131001106-3;1;0;0;0;11903,4617571348;0;11903,4617571348;11903,4617571348;0
AAMDNS;01;2025-01-20;ON PREMISES;T16590;Faixa 02 - De 7,5 M ate 15 M;103606003-9;1;0;0;0;1639,81125507656;0;1639,81125507656;1639,81125507656;0
AAMOQ5;02;2025-03-14;ON PREMISES;TFEEUL;Sem Informações de Faturamento;AUT.01.000749;1;999;21,8555601857991;0;616,848807024338;320,695463169127;616,848807024338;616,848807024338;0
AAKVZL;09;2024-07-30;ON PREMISES;TFDUZ8;Sem Informações de Faturamento;BMV.2008081;1;0;0;0;12,6115721037593;0;12,6115721037593;0,00420385736791976;0
AAKGU8;02;2024-05-31;ON PREMISES;TDC06S;Faixa 02 - De 7,5 M ate 15 M;CONSV.005;2;0;0;13,8138753109843;420,402552221448;0;840,805104442895;1208,61740099167;397,188851835795
AAMGBS;03;2025-02-19;ON PREMISES;T16677;Faixa 04 - De 25 M ate 35 M;0113001028-1;2;0;0;0;6657,84649487082;0;13315,6929897416;11964,1528459554;0
AAMGGO;01;2025-02-04;ON PREMISES;T45259;Faixa 04 - De 25 M ate 35 M;7TA1001079;50;0;0;0;3,69098676903355;0;184,549338451677;131,790928484284;0
AAKYPU;04;2024-08-29;ON PREMISES;TFDVJZ;Sem Informações de Faturamento;AUT.01.000306;1;0;0;23,8526867055767;11,3756380375909;0;11,3756380375909;26,2951278363381;14,9194897987472
AAKXCP;01;2024-08-13;ON PREMISES;T84622;Faixa 09 - De 300 M ate 500 M;5J16017024;5;0;0;0;254,745348781202;0;1273,72674390601;0,0210192868395988;0
AAKZI7;01;2024-08-19;ON PREMISES;T80295;Faixa 05 - De 35 M ate 50 M;1113401000-1;20;0;0;0,428793451527816;2,04727853817692;0;40,9455707635385;41,3659565003304;0,420385736791976
AAMP96;01;2025-03-25;ON PREMISES;TF1272;Faixa 01 - De 4,5 M ate 7,5 M;7T93301008;2;0;0;0;264,59078273687;0;529,181565473739;529,181565473739;0
AALJLR;03;2024-10-08;ON PREMISES;TFEBU3;Sem Informações de Faturamento;71A3301148;1;0;0;8,40771473583952;49,2608006372838;0;49,2608006372838;61,5781027252886;12,3173020880049
AALNAB;04;2025-02-13;TOTVS CLOUD;TEZCTE;Faixa 02 - De 7,5 M ate 15 M;2F66001332;1;0;0;25,8453150979707;2101,92868395988;0;2101,92868395988;5457,00202615243;3355,07334219255
AAMEMO;01;2025-01-23;ON PREMISES;T57886;Faixa 05 - De 35 M ate 50 M;1131001512;1;0;0;0;6790,82711499022;0;6790,82711499022;6790,82711499022;0
AAKRE5;01;2024-07-03;ON PREMISES;TFCRX2;Faixa 06 - De 50 M ate 75 M;1131001016-4;1;0;0;0;1904,56178439342;0;1904,56178439342;1904,56178439342;0
AAKWSO;01;2024-08-07;ON PREMISES;T14189;Sem Informações de Faturamento;AUT.04.000349;2;0;0;0;48,9581229067935;0;97,916245813587;97,916245813587;0
AAMGY5;01;2025-01-31;ON PREMISES;TEXVI3;Faixa 06 - De 50 M ate 75 M;AUT.05.000911;1;0;0;0;808,662411007781;0;808,662411007781;808,662411007781;0
AAJR84;01;2024-04-15;ON PREMISES;T05691;Faixa 09 - De 300 M ate 500 M;AUT.04.000534;1;999;25,2231442075186;0;4113,55851165684;2468,13510699411;4113,55851165684;4113,55851165684;0
AAKIH9;04;2024-06-25;ON PREMISES;T77335;Faixa 01 - De 4,5 M ate 7,5 M;0113369044;1;0;0;0;6608,53945180249;0;6608,53945180249;6608,53945180249;0
AALUNM;01;2024-12-31;ON PREMISES;TA2900;Faixa 00 - Ate 4,5 M;CMV.001693;169;0;0;0;0,16815429471679;0;28,4180758071376;0,710451895178439;0
AALTCX;02;2024-11-27;ON PREMISES;T07621;Faixa 03 - De 15 M ate 25 M;0113301000-6;2;0;0;12,6115721037593;991,542818084394;0;1983,08563616879;2832,98788795586;849,902251787074
AAKKK3;04;2024-06-17;ON PREMISES;T76192;Faixa 06 - De 50 M ate 75 M;5J16017187;5;0;0;0;278,282746184184;0;1391,41373092092;0,0210192868395988;0
AALCRW;03;2024-10-11;ON PREMISES;TFEBW6;Sem Informações de Faturamento;0113301154;3;0;0;13,5952747278525;965,335971252782;0;2896,00791375835;4137,15055920561;1337,99951920413
AAKUIV;02;2025-02-11;ON PREMISES;T76762;Faixa 03 - De 15 M ate 25 M;0119001000-4;1;0;0;0;250,32289083015;0;250,32289083015;250,32289083015;0
AAKLIR;02;2024-06-21;ON PREMISES;TFCMWB;Faixa 11 - Acima de 850 M;3116001749;3;0;0;0;702,998456065118;0;2108,99536819535;1607,54664977778;0
AALTYR;01;2024-12-02;ON PREMISES;TEZJXZ;Faixa 03 - De 15 M ate 25 M;71A3301298;16;0;0;3,39251289591125;15,0918479508319;0;241,469567213311;262,657008347627;21,1874411343156
AAKVZL;11;2024-07-30;ON PREMISES;TFDUZ8;Sem Informações de Faturamento;BMV.2008081;10;0;0;0;10,5096434197994;0;105,096434197994;0,0420385736791976;0
AALVB9;01;2024-11-28;ON PREMISES;TFECTF;Sem Informações de Faturamento;BMV.3002001;1;0;0;0;126,115721037593;0;126,115721037593;0,00420385736791976;0
AAKZHO;04;2024-12-13;ON PREMISES;T60795;Faixa 05 - De 35 M ate 50 M;2010067-2;112;0;0;0;84,0771473583952;0;9416,63630028289;9416,64050414026;0
AALTN4;02;2024-11-25;ON PREMISES;TFECR2;Sem Informações de Faturamento;AUT.01.000847;1;0;0;0;290,600048272189;0;290,600048272189;290,600048272189;0
AAKNMO;04;2024-06-28;ON PREMISES;TEZHDA;Faixa 03 - De 15 M ate 25 M;71A3301356;250;999;12,6115721037593;0;2,26587912130875;169,940934098156;566,469780327188;566,469780327188;0
AAM208;04;2024-12-27;ON PREMISES;TEXCHQ;Faixa 03 - De 15 M ate 25 M;2F26001124;1;0;0;0;0,00420385736791976;0;0,00420385736791976;0,00420385736791976;0
AAKSJQ;01;2024-07-11;ON PREMISES;TEZCH0;Faixa 03 - De 15 M ate 25 M;1131001016-4;1;0;0;8,40771473583952;913,510817621068;0;913,510817621068;1141,88957299068;228,378755369609
AALFOQ;09;2024-09-23;ON PREMISES;TFDXW3;Sem Informações de Faturamento;FDV.000072;30;0;0;0;5,2548217098997;0;157,644651296991;157,644651296991;0
AAKF68;01;2024-06-20;TOTVS CLOUD;TFDNOT;Faixa 00 - Ate 4,5 M;71A3301353;50;0;0;0;3,98105292742001;0;199,052646371001;199,052646371001;0
AALTUU;01;2024-12-10;ON PREMISES;T74367;Faixa 06 - De 50 M ate 75 M;5J16017014;1;0;0;0;3281,69501183551;0;3281,69501183551;0,00420385736791976;0
AAKXPX;07;2024-08-30;ON PREMISES;TFDVJP;Sem Informações de Faturamento;CMV.001518;100;0;0;0;0,937460193046106;0;93,7460193046106;93,7460193046106;0
AALU72;05;2024-12-12;ON PREMISES;T07499;Faixa 05 - De 35 M ate 50 M;7P11001022;100;0;0;12,6115721037593;1,8076586682055;0;180,76586682055;258,537228127065;77,7713613065156
AALWM5;06;2024-12-06;ON PREMISES;TFDVDY;Sem Informações de Faturamento;FDV.000020;1;0;0;0;7,59216640646309;0;7,59216640646309;10,4423817019127;0
AAM027;03;2025-01-09;TOTVS CLOUD;TFDNOT;Faixa 00 - Ate 4,5 M;7P63301002;5;0;0;0;100,791684253244;0;503,958421266221;503,958421266221;0
AALCOY;01;2024-09-17;ON PREMISES;TFAAP9;Faixa 00 - Ate 4,5 M;1113301114;5;0;0;21,7717773084564;45,4016595735334;0;227,008297867667;470,916102354372;243,907804486704
AAKEMH;12;2024-04-30;ON PREMISES;TFDTQD;Sem Informações de Faturamento;BMV.2008081;1;0;0;0;21,0192868395988;0;21,0192868395988;0,00420385736791976;0
AAMEK3;01;2025-01-23;ON PREMISES;TEZI16;Faixa 06 - De 50 M ate 75 M;0131001046-8;1;0;0;0;0,00420385736791976;0;0,00420385736791976;0,00420385736791976;0
AAMCTS;01;2025-01-16;ON PREMISES;TEVVM3;Faixa 02 - De 7,5 M ate 15 M;1133387004;1;0;0;11,0183101613177;5906,10431262467;0;5906,10431262467;8003,93843950819;2097,83412688353
AALB83;01;2024-08-27;ON PREMISES;TEZHLC;Faixa 02 - De 7,5 M ate 15 M;0131001028-0;1;0;0;0;714,622121687416;0;714,622121687416;714,622121687416;0
AALLN4;07;2024-12-27;TOTVS CLOUD;TFEDGE;Faixa 02 - De 7,5 M ate 15 M;7T63369002;1;0;0;12,9058421195137;243,844746626186;0;243,844746626186;351,87126940962;108,026522783434
AALTUS;02;2024-11-29;ON PREMISES;TFECKA;Sem Informações de Faturamento;AGV.00137;30;0;0;0;1,47135007877192;0;44,1405023631575;42,2487665475936;0
AAKSGI;01;2024-07-18;ON PREMISES;T54522;Sem Informações de Faturamento;CMV.001628;1;0;0;8,40771473583952;89,1217761998989;0;89,1217761998989;111,402220249874;22,2804440499747
AAMJV6;01;2025-02-18;ON PREMISES;TFEEFL;Sem Informações de Faturamento;CMV.139723;50;0;0;0;4,5107389557779;0;225,536947788895;225,536947788895;0
AAKBJ7;03;2024-04-25;ON PREMISES;TDC01Z;Faixa 01 - De 4,5 M ate 7,5 M;CONSV.265;1;0;0;1,11822605986666;166,682944638018;0;166,682944638018;171,239926024843;4,55698138682502
AAMOBW;06;2025-03-18;ON PREMISES;TFEEUC;Sem Informações de Faturamento;1113301142;1;0;0;25,1012323438489;126,115721037593;0;126,115721037593;313,019219615305;186,903498577713
AALCHM;06;2024-09-17;ON PREMISES;TDCA4S;Sem Informações de Faturamento;0T63301012;1;0;0;0;4104,34365630636;0;4104,34365630636;4104,34365630636;0
AAKUL5;01;2024-07-29;ON PREMISES;T37134;Sem Informações de Faturamento;CONSV.110;4;0;0;3,13607759646814;67,1061751641031;0;268,424700656412;290,066158386463;21,6414577300509
AALTAR;01;2024-11-29;ON PREMISES;TFDFBK;Faixa 08 - De 150 M ate 300 M;71A33CG016;86;0;0;0;16,8532641879903;0;1449,38072016717;1449,38072016717;0
AAKSGI;04;2024-07-18;ON PREMISES;T54522;Sem Informações de Faturamento;CMV.001520;1;0;0;0;75,6694326225557;0;75,6694326225557;0,756694326225557;0
AALZXL;01;2024-12-23;ON PREMISES;T07947;Faixa 03 - De 15 M ate 25 M;1113001014-8;1;0;0;0;280,834487606512;0;280,834487606512;267,462017319159;0
AAMKWK;05;2025-02-28;ON PREMISES;T53763;Faixa 08 - De 150 M ate 300 M;7TA1001080;50;0;0;0;2,20282126078995;0;110,141063039498;110,141063039498;0
AAKM01;01;2024-06-13;ON PREMISES;TFDED0;Sem Informações de Faturamento;2F66001342;1;0;0;0;2925,83848564111;0;2925,83848564111;0,00420385736791976;0
AAKPB5;01;2024-06-28;ON PREMISES;T05051;Faixa 03 - De 15 M ate 25 M;0113001038-0;1;0;0;0;5307,44559643132;0;5307,44559643132;5307,44559643132;0
